class,conversation
일반,뉴스 봤어? 정부에서 원자력 발전 확대한대 그래? 근데 그거 위험하지 않나? 안전성이 많이 개선됐대 그래도 사고 나면 피해가 엄청날 텐데 맞아 근데 현실적으로 당장 대체할 만한 게 없다고 하더라고 음 재생에너지로는 부족한가 보네 응 아직은 그렇대 에너지 문제 참 어렵다
일반,이번에 우리 회사에서 친환경 캠페인 한대. 오 어떤 거야? 일회용품 줄이기래. 어떻게 하는데? 개인 컵 쓰고 페이퍼리스 하래. 좋은데? 우리 회사도 했으면 좋겠다. 제안해봐. 환경 지키는 건 다 같이 해야지. 맞아 작은 것부터 시작하면 돼. 나도 더 노력해야겠어. 우리 같이 잘해보자. 지구를 위해서!
일반,이번에 우리 학교가 에너지 절약 프로젝트 한다는데 너도 참여할 거야? 오 그래? 어떤 프로젝트인데? 교실마다 절전 스위치 설치하고 태양광 패널도 설치한대. 와 그거 좋은데? 나도 참여하고 싶어. 그리고 학생들 대상으로 에너지 절약 교육도 한다더라. 진짜? 그럼 우리가 직접 실천할 수 있겠다. 응 맞아. 같이 참여해보자.
일반,오빠 이번 여행지 어디로 갈까? 카파도키아 어때? 터키? 거기 뭐가 있는데? 기암괴석이 멋있대. 풍화 작용으로 만들어진 거래. 와 신기하겠다. 열기구 타고 구경할 수 있대. 진짜? 근데 거기 날씨는 어때? 건조한 편이래. 사막 기후거든. 그럼 선크림 꼭 챙겨야겠네.
일반,요즘 날씨가 왜 이렇게 이상하지? 맞아 겨울인데 포근하고 봄인데 추워지고 기후변화 때문이래 그렇구나 온실가스 감축이 시급한가 봐 맞아 우리도 일상에서 에너지 절약하는 습관을 들여야 할 것 같아
일반,이번 여름 폭염이 심각할 것 같아 작년보다 더 더울 거래 큰일이다 노약자분들 건강이 걱정되네 맞아 무더위 쉼터 같은 곳을 잘 활용해야 할 것 같아 우리도 서로 안부 전화하면서 조심해야겠다
일반,여보 이번에 조경공사 하려는데 어떤 스타일로 할까요? 음 우리 집에는 자연스러운 정원 스타일이 어울릴 것 같아요. 그래요? 구체적으로 어떤 식으로요? 토종 나무와 꽃으로 가득한 정원이 좋을 것 같아요. 좋은 생각이에요. 사계절 내내 아름다운 정원이 될 거예요. 맞아요. 새들도 찾아오고 아이들 정서에도 좋을 것 같아요. 그럼 조경 업체에 그렇게 요청해볼까요? 네 좋아요. 우리 집이 작은 생태공원이 되겠어요.
일반,여보 이번에 조경공사 하려는데 어떤 스타일로 할까요? 음 우리 집에는 자연스러운 정원 스타일이 어울릴 것 같아요. 그래요? 구체적으로 어떤 식으로요? 토종 나무와 꽃으로 가득한 정원이 좋을 것 같아요. 좋은 생각이에요. 사계절 내내 아름다운 정원이 될 거예요. 맞아요. 새들도 찾아오고 아이들 정서에도 좋을 것 같아요. 그럼 조경 업체에 그렇게 요청해볼까요? 네 좋아요. 우리 집이 작은 생태공원이 되겠어요.
일반,여보 우리 집에 태양광 패널 설치하는 거 어때요? 글쎄요 초기 비용이 많이 들지 않을까요? 맞아요 하지만 장기적으로 보면 전기세도 절약되고 환경에도 좋잖아요 그렇긴 해요 근데 설치 과정이 복잡하지 않을까요? 정부 지원금도 있다고 하던데 한번 알아보는 건 어떨까요? 그래요 알아보고 결정해봐요
일반,"요즘 공원에 가면 나무들이 너무 예쁘더라. 맞아, 단풍이 정말 장관이야. 특히 은행나무 길이 노랗게 물들었더라. 나도 거기 가봤어! 바닥에 떨어진 낙엽도 운치 있더라. 근데 낙엽 쌓이면 미끄러울 수도 있어서 조심해야 해. 맞아, 그래서 가끔 청소하는 분들이 치우시더라. 그래도 가을 느낌이 참 좋지 않아? 응, 사진도 찍고 싶고 기분도 좋아져!"
일반,어제 산책하는데 다람쥐가 내 앞에서 갑자기 튀어나와서 깜짝 놀랐어. 진짜? 요즘 도심에서도 다람쥐 많이 보이더라. 맞아. 사람들이 먹을 거 주기도 해서 그런지 겁이 없는 것 같아. 근데 야생동물한테 음식 주면 안 좋은 거 알지? 응. 사람 음식이 걔네 건강에 안 좋을 수도 있으니까. 그래도 가까이서 보니까 너무 귀엽더라.
일반,요즘 태양광 설치하는 집 많던데 너희는 어때? 우리도 고민 중이야. 설치비가 많이 들지 않아? 처음엔 좀 들긴 해. 근데 장기적으론 이득이래. 전기세 많이 절약돼? 응 여름에 특히 많이 절약돼. 정부 지원금도 있다던데. 맞아 그것도 알아보는 중이야. 환경에도 좋고 좋은 선택인 것 같아. 나중에 설치하면 알려줘. 나도 고민해볼게.
일반,어머 이 나무가 우리 동네 천연기념물이래요. 정말요? 어떤 나무인데요? 수령이 1000년이 넘은 은행나무래요. 와 대단하네요. 그 오랜 세월 동안 이 자리를 지켰다니. 그러게요. 마을 사람들이 정성껏 보살펴왔대요. 나무에 얽힌 전설 같은 것도 있을 것 같아요. 네 맞아요. 마을의 수호신 역할을 한다고 해요. 정말 귀중한 문화유산이네요. 우리도 잘 보존해야겠어요. 그래요 다음 세대에게 물려줘야 할 소중한 자연유산이죠.
일반,새 좋아해? 응 특히 앵무새 좋아해. 나도 그래. 앵무새 말도 배운다며? 맞아 똑똑해서 간단한 단어는 따라 해. 와 신기하다. 키우기 어렵지 않아? 손이 좀 가. 청소도 자주 해야 하고 관심도 많이 줘야 해. 그렇구나. 수명은 얼마나 돼? 종류마다 다른데 보통 20년에서 50년 정도래. 오래 사는구나. 책임감 있게 키워야겠다.
일반,오늘 아침에 일어나니까 창밖에 새소리가 들리더라 봄이 온 것 같아 그러게 요즘 새들이 활발해진 것 같아 근데 도시에서 새들이 살아가기 힘들다던데 맞아 녹지가 줄어들고 있어서 그렇대 우리 동네에 작은 공원이라도 만들면 좋겠어 그러게 나무도 심고 새집도 달아주면 어떨까 좋은 생각이야 우리가 할 수 있는 작은 일부터 시작해보자
일반,파충류 좋아해? 응 나 도마뱀 키워. 오 특이한데? 어떤 종류야? 레오파드 게코야. 밤에 활동적이라 재밌어. 그렇구나. 먹이는 뭘 줘? 주로 귀뚜라미나 밀웜을 줘. 살아있는 거? 응 그래야 사냥 본능도 자극하고 좋아. 와 신기하다. 근데 관리하기 어렵지 않아? 습도랑 온도만 잘 맞추면 괜찮아. 파충류도 매력 있네.
일반,숲에 가면 공기가 다르다는 거 느껴져? 응! 확실히 맑고 시원한 느낌이야. 그래서 숲이 자연의 공기청정기라고 불리잖아. 맞아. 나무 한 그루가 사람이 하루 숨 쉴 산소를 만든다더라.
일반,형 이번에 전기차 샀다며? 어 맞아 연비도 좋고 환경에도 좋아서 바꿨어 충전은 어떻게 해? 아파트에 충전소 있어서 거기서 해 편해? 응 생각보다 편해 근데 가끔 자리가 없을 때가 있어 그래도 기름값 신경 안 써도 돼서 좋겠다 맞아 그게 제일 좋아
일반,너희 집 단열 어때? 우리 집은 겨울에 너무 추워. 아 우리 집도 작년에 단열 공사했어. 효과 좋더라. 정말? 비용은 많이 들었어? 좀 들긴 했지만 장기적으로 보면 난방비가 많이 절약돼. 음 그렇구나. 나도 한번 알아봐야겠다. 어느 업체에 맡겼어? 나는 ○○업체였는데 괜찮았어. 견적 받아보는 건 어때?
일반,"집 앞 나무에 새 둥지가 생겼어! 진짜? 어떤 새야? 잘 모르겠는데, 아기 새들이 있어서 조용히 지켜보는 중이야. 귀엽겠다! 혹시 둥지 떨어지면 만지지 말고 그냥 두는 게 좋대. 응. 괜히 손 타면 어미 새가 안 돌아올 수도 있다더라."
일반,"오늘 날씨 너무 덥지 않냐. 그러니까, 에어컨 없으면 진짜 못 버티겠다. 요즘 점점 여름이 더워지는 거 같아. 맞아, 지구온난화 때문이라더라. 뉴스에서 그러던데 앞으로 더 심해진대. 우리도 탄소 배출 줄이려고 노력해야 하는 거 아니냐? 뭐, 대중교통 타거나 에너지 절약하는 게 제일 쉽지. 그렇지. 나 요즘 전기차도 한번 알아보고 있어."
일반,"오늘 날씨 진짜 미쳤다. 너무 덥잖아. 그러니까. 밖에 조금만 있어도 땀범벅이야. 요즘 진짜 이상기후 심한 것 같아. 맞아. 여름은 더 덥고 겨울은 더 추워지고. 작년보다 평균 기온이 더 올랐다던데. 지구온난화 때문이라는데도 사람들은 별 신경 안 쓰는 거 같아. 뭐라도 해야 할 텐데. 대책이 없나? 에어컨이라도 덜 켜야 하나 싶지만, 이 날씨엔 힘들지."
일반,너희 학교에서 식물 관찰 일지 쓰는 거 어때? 재밌어. 씨앗 심은 지 일주일 됐는데 벌써 싹이 났어. 와 정말? 어떤 식물 기르고 있어? 강낭콩이야. 생각보다 빨리 자라더라. 그렇구나. 식물이 자라는 과정을 직접 보니까 신기하지? 응 매일매일 변화가 있어서 관찰하는 게 재밌어. 광합성하는 것도 배웠어? 응 잎이 햇빛을 받아서 영양분을 만든대. 그렇구나. 식물의 성장 과정을 배우는 게 참 중요해.
일반,여보 우리 집 앞 우물 수질검사 결과 나왔대 어떻게 나왔어요 다행히 먹는 물 기준은 통과했대요 다행이네요 그래도 조심해서 써야겠어요 네 맞아요 끓여 먹는 게 좋겠어요 그리고 정기적으로 검사받는 것도 중요할 것 같아요 그래요 6개월에 한 번씩 검사받기로 해요 좋아요 우리 가족 건강을 위해 꼭 필요한 일이에요
일반,"요즘 날씨 너무 덥지 않아? 맞아, 기후변화 때문인가 봐. 그럴 수도 있지. 여름이 점점 길어지는 느낌이야. 맞아, 게다가 폭염도 심해지고. 그러니까 에어컨 없으면 여름 못 버틸 것 같아. 그래도 전기세 걱정돼서 적당히 틀려고 해. 맞아, 적절한 사용이 필요하지. 근데 진짜 예전보다 여름이 길어진 건 맞는 듯."
일반,고양이들이 종종 우리 동네 놀이터에서 보이더라. 맞아. 길고양이들 밥 주는 분도 계시더라. 근데 겨울 되면 힘들 것 같아. 응. 그래서 캣맘들이 겨울집 만들어 주잖아. 나도 이번에 작은 박스로 하나 만들어볼까 고민 중이야. 좋은 생각이야! 우리도 도와줄 수 있는 방법 찾아보자.
일반,너 알아? 우리 동네 앞 공터가 토양 오염됐대. 진짜? 어떻게 알았어? 구청에서 조사했대. 중금속이랑 기름 성분이 기준치 넘었대. 헐 그럼 어쩌지? 복원 사업한대. 미생물 활용해서 정화한다고. 다행이다. 얼마나 걸린대? 2년 정도 걸린대. 빨리 깨끗해졌으면 좋겠다.
일반,오늘 날씨 완전 좋다 하늘도 맑고 기분도 상쾌해 맞아 요즘 공기도 깨끗한 것 같아 그러게 미세먼지 없는 날이 계속됐으면 좋겠다 응 특히 봄철에는 황사도 문제라서 걱정돼 그래서 난 마스크 항상 챙겨 다녀 나도 요즘 외출할 때 미세먼지 수치 먼저 확인해 그래도 이렇게 맑은 날에는 밖에서 산책하는 게 최고야
일반,"길에서 강아지 구조한 적 있지 않냐? 어, 맞아. 근데 임시 보호할 곳이 없어서 힘들더라. 동물 보호소에 연락해 봤어? 했는데, 공간이 부족하대. 진짜 유기동물 문제 심각하네. 사람들이 끝까지 책임질 각오 없으면 애초에 안 키웠으면 좋겠어. 맞아. 반려동물 키우기 전에 제대로 공부해야 해. 우리도 다음에 기회 되면 입양 한번 고려해 보자."
일반,요즘 에어컨 많이 틀어? 날이 너무 더워서 어쩔 수 없이 틀고 있어. 나도 그래. 근데 전기세가 걱정되더라고. 맞아 나도 그래서 고민이야. 에어컨 사용 시간을 줄이는 게 좋겠지? 응 그리고 선풍기랑 같이 쓰면 좋대. 아 그렇구나. 적정 온도 유지하는 것도 중요하다던데. 맞아 26도에서 28도 사이가 좋다고 하더라.
일반,앵무새랑 카나리아 중에 뭐가 더 좋아? 난 앵무새! 말도 배우고 영리해서 좋아. 그래? 난 카나리아가 더 좋아. 노래 부르는 게 너무 예뻐. 맞아 카나리아 소리 좋지. 근데 앵무새는 대화도 할 수 있잖아. 그건 그렇네. 관리는 어느 쪽이 더 쉬울까? 카나리아가 조금 더 쉬울 거야. 앵무새는 관심이 많이 필요해. 둘 다 장단점이 있구나. 새 키우는 건 참 매력적인 것 같아.
일반,여보 우리 집에 전기차 충전기 설치하는 거 어때요? 좋은 생각이에요 근데 비용이 많이 들지 않을까요? 정부에서 지원금도 준다고 하더라고요 아 그렇군요 그럼 한번 알아보는 게 좋겠어요 네 내일 전문업체에 문의해볼게요 좋아요 우리도 환경보호에 동참하는 거네요 맞아요 작은 실천이지만 의미 있을 거예요
일반,"이번 주말에 국립공원 가기로 했잖아. 응! 근데 날씨 어떨 것 같아? 일기예보 보니까 맑을 거래. 다행이다! 근데 쓰레기 봉투 꼭 챙기자. 응, 맞아. 요즘 등산객들 쓰레기 문제 심각하대. 우리부터라도 조심해야지. 그리고 길에서 야생동물 마주치면 절대 먹이 주면 안 돼."
일반,요즘 제로웨이스트 샵 많이 생기던데 가봤어? 응 지난주에 처음 가봤어. 어땠어? 신기하더라. 다양한 제품이 있더라고. 샀어? 고체 샴푸랑 대나무 칫솔 샀어. 써보니까 어때? 적응하는데 시간이 좀 걸리긴 하는데 나쁘지 않아. 나도 한번 가봐야겠다. 같이 갈래? 좋아! 이번 주말에 가자. 지구를 위해 우리가 할 수 있는 게 많은 것 같아.
일반,바다 가면 요즘 플라스틱 쓰레기 진짜 많더라. 맞아. 뉴스에서도 해양 오염 심각하다고 하던데. 바닷가에서 쓰레기 줍기 캠페인도 하던데 우리도 한 번 참여해 볼까? 좋아! 작지만 의미 있는 행동이 될 것 같아. 그리고 우리도 일회용품 줄이는 습관 들이자.
