conversation,class
만족스러운 이번에 이직한 회사의 복리후생 제도가 너무 좋아서 마음에 들어. 이직한 회사의 복리후생 제도가 마음에 드시는군요. 어떤 부분이 가장 마음에 드시는지 얘기해주실 수 있나요? 탄력적 근무제가 가장 마음에 들어. 내 맘대로 출퇴근을 조정하니까. 퇴근 이후 저녁 시간이 너무 기대돼. 저녁이 있는 삶이라니 너무 좋으시겠어요. 퇴근 이후에 무슨 활동을 하실 건지 계획이 잡혀있나요?,일반
후회되는 은퇴 이후 집에만 있다 보니 별별 생각이 들고 매사 조바심이 들며 매사  과민해지네. 왜 그리 과민한 성격으로 변하셨다고 생각하나요? 뭐가 불만이 많은 모양이지요? 은퇴한 이후 미래가 막막하지. 온종일 집에만 있으려는데 아내는 늘 바깥으로 다니곤 하여 마음이 늘 편치 않아. 친구분들은 없으세요?  친구 없는 사람이 어디 있어?  내가 좀 부담이 되는가 봐. 만나자면 슬슬 피하는 것 같아서,일반
툴툴대는 요즘 병원 사람들은 왜 이렇게 쌀쌀맞나 몰라. 기분이 나쁘네. 병원 직원들이 쌀쌀맞아서 기분이 나쁘셨겠어요. 응. 기침 때문에 병원에 갔는데 안내하는 간호사가 엄청 쌀쌀맞더라고. 지금의 기분에서 벗어나기 위해 어떻게 하면 좋을까요? 남편이랑 얘기나 해야겠어.,일반
희생된 모든 걸 다 잃어버렸네. 잃어버린 게 많으신가 보네요. 직장을 잃으니 나의 위치와 지위가 모두 사라져버렸어. 일을 그만두시고 상실감이 크게 느껴지시나 봐요. 일이 내 모든 것이라고 생각하고 매달려 살아왔는데. 그만두고 나니 모두 다 사라져버렸어.,일반
두려운 남편이 요즘에 말도 없어지고 나한테 소홀한 것 같아. 이러다가 남편에게 버려질까 봐 두려워. 남편에게 버려질까 봐 두려우시군요. 남편이 예전처럼 말도 많아지고 살갑게 대해줬으면 좋겠어. 이 상황을 변화시키려면 어떻게 하는 게 좋을까요? 남편에게 왜 변했는지 물어봐야겠어.,일반
회의적인 요즘은 인간관계가 다 부질없다는 생각이 들어. 대인관계에 회의를 느끼고 계시는군요. 어떤 이유로 그런 생각을 하게 됐는지 여쭤봐도 될까요? 서로에 대한 진심이 부족하다고 느껴져. 진심이 부족한 관계에 실망하셨네요. 지금까지의 관계에 그런 소통과 공감이 부족했던 이유가 뭘까요? 아마 다들 상처받는 게 두려워서 그러는 거겠지. 자기 할 일 하기도 바쁘기도 하고.,일반
비통한 내가 앓고 있는 이 우울증이 보통 약으로는 나을 수 없대. 너무 슬퍼. 앓고 있는 우울증이 보통 약으로 나을 수 없다는 말을 들으셔서 슬프시겠어요. 우울증이 안 고쳐지면 어떡하나 싶은 걱정을 하곤 해. 그럼 더 우울해지는 것 같아. 무엇을 하면 이 감정이 나아질 것 같나요? 혼자 끙끙대지 않고 상담사를 찾아가는 게 좋겠어.,일반
초조한 직장 상사에게 친구와 상사 욕한 카톡을 보냈네. 빨리 삭제하긴 했는데 보셨을까? 마음이 초조해. 생각지 않게 그런 일이 있어서 많이 초조하시겠어요. 응. 아무래도 내가 먼저 여쭤본 후 사과를 드려야 하겠지? 초조하게 기다리시는 것보다 먼저 말씀드리고 사과하시는 걸 선택하신 거군요.,일반
염세적인 우리 가족들은 나한테만 다르게해. 혼자 남은 심정으로 세상을 바라보느라 자칫 염세적으로 생각하실 수 있겠어요. 가장 중요한 가족들 모두가 그러니까 나 정말 슬퍼. 가족과의 관계를 어떻게 해결할 수 있을까요? 음. 난 일단 상담을 좀 해보고 싶어.,일반
괴로워하는 갱년기 때문에 이유 없이 화를 내는 날이 많아. 나도 주위 사람도 너무 괴로워. 갱년기 때문에 많이 고통스러우시군요. 요즘 더 심해지는 것 같아. 혼자 지낼 수도 없고 어떻게 해야 할지. 갱년기가 심해져 고민이 많으시군요. 괴로움이 조금이나마 사라지려면 무엇을 해야 좋을까요? 오랜만에 딸이랑 쇼핑을 하면 기분이 나아질 것 같아.,일반
불안 내일 시합인데 컨디션이 안 좋아 걱정이네! 컨디션이 안 좋아서 걱정되시는군요. 시합 때는 늘 긴장이 되어서 실력 발휘도 못 하고 그래. 컨디션이 시합 결과에도 영향을 미치는군요. 마음을 안정시키기 위해 무엇을 하면 좋을까요?,일반
초조한 얼마 전에 발목을 삐끗해서 걷기도 힘든데 엄마는 이까짓 게 뭐가 아프냐고 해서 서운하고 짜증 나. 어머니께서 감정을 헤아려주시지 않아서 속상하시겠어요. 게다가 심부름까지 시키는 거 있지? 이럴 때마다 엄마가 진짜 엄마 맞나 싶어. 예전에 비슷한 일이 있을 때는 어떻게 해결하셨나요? 대화해보려 했지만 그때마다 엄마가 오히려 화를 내셨어. 진짜 짜증 나.,일반
충격 받은 파혼을 했어. 너무 속상하고 믿기지 않아서 어떻게 해야 할지 모르겠어. 파혼을해서 속상하고 믿기지않아 어떻게 해야할지 모르겠는 상황이군요. 일방적으로 통보해와서 이유조차 모르겠어. 자존감에 너무 큰 상처를 받았어.  함께 내린 중요한 결정인데 한 쪽에서 파기하니 큰 상처를 받으신거군요. 나에게 맞는 사람이 아니었다고 생각해야지 별다른 도리가 없네. ,일반
노여워하는 회사에 신입이 들어왔는데 말투가 거슬려. 그런 애를 매일 봐야 한다고 생각하니까 스트레스 받아.  회사 동료 때문에 스트레스를 많이 받는 것 같아요. 문제 해결을 위해 어떤 노력을 하면 좋을까요? 잘 안 맞는 사람이랑 억지로 잘 지내는 것보단 조금은 거리를 두고 예의를 갖춰서 대하는 게 덜 스트레스받을 것 같아. 스트레스받지 않기 위해선 인간관계에 있어 약간의 거리를 두는 게 좋겠군요.,일반
고립된 날 괴롭히던 애들이 전학을 갔는데 아무도 나한테 다가오지 않아. 괴롭히던 애들이 전학을 갔는데도 아무도 다가와주지 않아서 속상하시겠어요. 응. 겨우 괴롭힘에서 벗어 났는데 지금도 그리 좋지는 않아. 괴롭힘에서 벗어났는데도 상황이 좋아지지 않는군요. 앞으로 어떻게 하는 게 좋을 것 같나요? 내가 먼저 다가가 보려고.,일반
낙담한 몸이 예전 같지 않아서 슬퍼. 딱딱한 걸 먹으니까 어금니가 아프더라고. 몸이 예전 같지 않아 슬프시겠군요. 내가 제일 좋아하는 게 고기인데 먹기가 힘드니 서럽다. 지금의 기분에서 벗어나기 위해서 무엇을 해야 할까요? 나랑 비슷한 동년배나 만나서 위로 좀 받아야겠어.,일반
불안 이번에 시험을 잡쳤어. 성적이 좋지 않게 나오셨다니 정말 초조하시겠어요. 나 대학에 입학할 순 있을까? 너무 염려마세요. 노력하시면 결과도 좋게 나올거예요. 네 말이 옳아. 굳이 대학에 가지 않아도 방안은 많으니까.,일반
감사하는 오늘 아침부터 국장님이 급하게 요청한 일 처리하느라 애먹었어. 촉박하게 일 처리하시느라 고생 많으셨네요. 그래도 팀장님이 내 사정을 봐주셔서 배려해주신 것 너무 감사해. 정말 고마운 팀장님이시네요. 오늘 하루도 힘내세요.,일반
눈물이 나는 돌이켜 보니까 내가 했던 짓들이 너무 다 떠올라. 괴로워서 눈물까지 나. 친구한테 했던 행동이 생각나서 미안하고 힘드시겠어요. 내가 그 친구를 어떻게 대해야 할지 모르겠어. 친구에게 무엇을 하는 것이 가장 좋은 방법일까요? 친구에게 진심 어린 사과를 하는 것이 좋은 방법인 거 같아.,일반
"가난한, 불우한 퇴직하고 나니 경제적으로 어려워져서 삶이 불행하다고 느껴져. 퇴직으로 인한 경제적 어려움으로 불행하다고 느끼시는군요. 이렇게 경제적으로 어렵게 살다가 쓸쓸한 죽음을 맞을 거 같은 생각만 들어. 어떻게 하면 지금 상황을 변화시킬 수 있을까요? 나이에 상관없이 할 수 있는 일들이 있나 알아보는 중이야.",일반
초조한 이번에 건강검진 했는데 내가 만성질환에 걸렸대 그래서 평생 운동하고 약도 먹어야 된대. 만성질환에 걸리셨군요. 운동하고 약 꾸준히 먹는 게 생각보다 어려운 일이더라고 내 계획대로 안돼서 짜증 나. 이럴 땐 어떻게 해야 할까요? 그래도 내 건강을 위한 일이니까 귀찮아도 하려고 노력해야지.,일반
방어적인 아내가 죽은 지 만 십 년이 지난  요즈음에도 나 자신에 대한 자책으로 괴로워. 무엇 때문에 괴로우신가요? 물론 아내를 잃은 슬픈 마음은 이해가 갑니다만 자책을 한다니 여쭤보는 겁니다. 너무나 착한 아내였는데  왜 그리 아내의 말을 듣지 않았는지.  아내는 나 때문에  화병으로 죽은 것 같아. 그럴 리가요? 왜 그렇게 생각하세요?  사실 수많은 나날을 밖으로만 돌아다녔거든. 생활은 돌보지 않고 일종의 방랑벽이었지. 나 같은 남편 없을 거야.,일반
신뢰하는 나를 따돌린 친구들이 퇴학 처리 될 거래. 속이 후련해. 따돌림을 행했던 친구들이 없어져서 마음이 후련하시군요. 이제부터는 학교를 재미있게 다니고 싶어. 어떻게 하면 학교 생활을 즐겁게 할 수 있을까요? 먼저 새로운 친구를 사귀어 볼래. 내일 먼저 다가가서 인사해야겠어.,일반
혼란스러운 부모님이 내 성적 때문에 싸웠는데 내가 뭘 어떻게 해야 할지 모르겠어. 성적이 좋지 않았나 봐요. 내 성적 가지고 싸우는 모습을 보니 혼란스러워. 사용자님 때문에 싸운다 생각하니 혼란스러우시군요.,일반
괴로워하는 회사에서 악착같이 버틸 걸 후회가 돼. 어떤 상황인지 자세히 말씀해보시겠어요? 홧김에 사표를 던졌는데 막상 나오니 한 번 더 참을 걸 왜 그랬을까. 앞으로 당장 어떻게 해야 하나 막막하네.  퇴직을 후회하시는군요. 아직 앞으로의 계획은 없으신가요? 집에서 놀 만큼 여유도 없고 이 나이에 어디 가서 무슨 일을 할 수 있을까 걱정이야.,일반
혼란스러운 뭐야 이거는 왜 두 줄인 것이지? 여자친구가 임신했나 봐. 어떡해 혼란스러워. 여자친구가 임신하신 것 같군요. 기분이 어떠신가요? 아직 계획이 없었는데 마음이 혼란스러워. 갑작스러운 여자친구의 임신으로 혼란스러우신가 보군요.,일반
좌절한 임신 중에 받은 스트레스로 아이를 유산하게 돼서 너무 좌절돼. 스트레스로 인해 아이를 유산하게 되어 좌절하셨군요. 어렵게 임신한 아이를 유산한 게 너무 분통하고 슬퍼! 슬프셨군요. 어떻게 하면 이 슬픔이 가라앉을까요? 당분간 집안에서 쉬면서 마음을 달래볼래.,일반
회의적인 이제 살아갈 날보다 산 날이 더 많을 거야. 혹시 아프면 그냥 죽는 게 낫겠지. 남은 생이 짧다는 것과 혹시나 병에 걸렸을 때에 대한 생각으로 슬프신 것 같아요. 이런 생각을 하면 어떤 날은 한없이 우울해지고 슬퍼질 때가 있어. 어떻게 하면 우울하고 슬픈 기분을 바꿀 수 있을까요? 다른 생각을 해 봐야지. 밖에 나가서 기분 전환을 할 필요가 있겠어.,일반
남의 시선을 의식하는 엄마와 길을 걸으면 사람들이 촌스러운 엄마 파마머리를 쳐다보는 것 같아서 창피해. 어머니 머리 모양이 신경이 쓰이시는군요. 엄마한테 머리 모양을 바꾸라고 말하고 싶은데 어떡하지? 어떻게 하면 마음을 전달할 수 있을까요? 주말에 둘이 함께 미용실에 머리를 하러 가자고 자연스럽게 말해 보면 어떨까 싶어.,일반
당혹스러운 요즘 들어 부쩍 단어가 생각이 안 나 말문이 막힐 때가 많아. 요즘 들어 단어가 생각이 안 날 때가 많군요. 어떤 방법이 없을까요? 자식들은 멀리 있고 남편과는 대화가 거의 없어 종일 몇 마디 안 할 때가 많아서 그런 것 같아. 누군가와 대화를 할 기회가 적어서 그렇군요. 앞으로 어떻게 할 건가요? 남편과 대화를 시도하고 친구들과도 좀 더 자주 만나야 하겠어.,일반
당황 오늘 완전 당황스러운 일이 있었어. 어떤 일이었나요? 친구는 아니고 그냥 아는 사람인데 그 사람이 속도위반으로 결혼한다는 건 알고 있었어. 결혼이야기 할 때는 임신 사실을 안 지 몇 주 안 됐다고 했는데 그게 완전 거짓말이었어. 그 사람이 임신에 대해서 거짓말을 했다는 말인가요? 응 결혼이야기 나온 지 칠 개월 만에 애가 태어났어. 뻔히 들킬 거짓말을 왜 한 걸까? 당황스러웠는데 아닌 척한다고 힘들었어.,일반
흥분 동네 사람들이랑 잔치를 열기로 했어. 잔치를 열게 되어서 기쁘시군요. 오랜만에 동네 사람들을 다 만날 생각을 하니 너무 신나. 더 신나는 잔치를 위해 어떤 것을 준비하면 좋을까요? 내가 잘 하는 음식을 준비해서 사람들과 나눠 먹을 거야.,일반
