idx,class,conversation
294,일반,파충류 중에 뭐가 제일 좋아? 난 도마뱀이 제일 좋아. 귀엽잖아. 그래? 난 뱀이 더 매력 있던데. 뱀은 좀 무서워하는 사람 많지 않아? 그렇긴 한데 알고 보면 온순해. 그렇구나. 키우기는 어떤 게 더 쉬워? 도마뱀이 조금 더 쉬울 거야. 뱀은 먹이 주는 게 좀 까다로워. 아 살아있는 걸 줘야 하니까? 맞아 그게 좀 부담스러울 수 있지. 둘 다 매력 있는 것 같아.
295,일반,"우리 회사 이번에 친환경 정책 강화한대. 오, 구체적으로 뭐 하는데? 일단 일회용품 사용 줄이고 재생 용지 쓰기로 했어. 좋네! 사무실에서도 플라스틱 줄이면 확실히 변화 있을 듯. 맞아, 작은 실천이지만 영향이 클 거야. 그러게, 우리도 적극적으로 동참해야겠다. 맞아, 개인 노력도 중요하니까!"
296,일반,"너네 집 마당에 있는 나무 되게 크다! 맞아, 우리 할아버지가 심으신 거야. 오, 엄청 오래됐겠다! 몇 년 된 거야? 거의 30년 됐어. 대박! 그래서 그런지 되게 튼튼해 보인다. 여름에 그늘 만들어 줘서 정말 좋아. 우리도 나무 심어볼까? 좋지! 작은 화분부터 시작해보자."
297,일반,너 북극곰이 빙하가 녹아서 서식지 잃어간다는 거 알아 응 지구온난화 때문에 그렇대 너무 안타까워 우리가 뭘 할 수 있을까 음 일단 에너지 절약하고 재활용 열심히 하는 거부터 시작하면 어떨까 맞아 그리고 환경단체 후원도 좋을 것 같아 좋은 생각이야 이번 주말에 같이 북극곰 살리기 캠페인 참여해볼래 좋아 꼭 가자
298,일반,이번에 우리 회사가 태양광 발전 시설 설치한다는데 어때? 오 정말? 그거 좋은 것 같은데. 응 환경에도 좋고 장기적으로 비용도 절감될 거래. 근데 초기 투자비용이 꽤 들지 않을까? 그렇긴 한데 정부 지원금도 받을 수 있대. 아 그렇구나. 그럼 괜찮겠다. 우리 회사 이미지에도 좋을 것 같아.
299,일반,여보 우리 집에 친환경 보일러 설치하는 거 어때요 지금 보일러에 무슨 문제라도 있나요 아뇨 그건 아닌데 에너지도 절약되고 공기도 깨끗해진대요 아 그렇구나 비용은 많이 들지 않을까 정부 지원금도 있어서 생각보다 부담이 덜할 거예요 얼마나 절약되는데 난방비를 20에서 30% 정도 줄일 수 있대요 오 그거 괜찮네 그럼 한번 알아보죠 좋아요 내일 견적 받아볼게요
300,일반,요즘 전기차 많이 보이더라 응 환경에 좋다고 해서 인기 많아졌잖아 근데 배터리 처리 문제도 있다던데 맞아 그것도 앞으로 해결해야 할 과제지 그래도 일단은 대기오염 줄이는 데 도움이 될 거야 맞아 나도 다음 차는 전기차로 바꿀까 생각 중이야 좋은 생각이야 충전소도 점점 많아지고 있으니까 편리해질 거야 그래 환경을 위해 우리가 할 수 있는 선택을 하는 게 중요한 것 같아
301,일반,너 요즘 도시농업에 대해 들어봤어? 도시농업? 그게 뭔데? 도시에서 작은 텃밭이나 옥상 정원을 가꾸는 거야 아 그렇구나 근데 그게 왜 중요한 거야? 도시 생태계를 풍부하게 바꾸니깐
302,일반,"야생동물 보호 구역 가본 적 있어? 응! 한 번 가봤는데, 동물들이 자연스럽게 생활하는 모습이 신기했어. 나도 가보고 싶다! 근데 사람들이 몰래 먹이 주는 경우도 많다더라. 맞아. 그래서 요즘 감시 카메라도 설치한대. 자연 그대로 놔두는 게 진짜 보호하는 거니까."
303,일반,텀블러 새로 샀어. 멋지다! 어디서 샀어? 친환경 제품 파는 가게에서. 플라스틱 줄이려고? 응 일회용품 안 쓰려고 노력 중이야. 나도 그러고 싶은데 자주 깜빡해. 처음엔 그래도 습관되면 괜찮아. 그래? 다음에 나도 사러 가자. 좋아 같이 가자. 작은 것부터 시작하면 돼. 환경을 위해 우리가 할 수 있는 게 많더라.
304,일반,너네 집 전기세 얼마나 나와? 우리 집은 한 달에 10만원 정도 나오던데 10만원? 우리 집은 5만원도 안 나오는데 어떻게 그렇게 절약하는 거야? LED 전구로 다 바꾸고 안 쓰는 전자제품 플러그 뽑아두는 정도? 와 대단한데? 나도 그렇게 해봐야겠다 응 해봐 생각보다 쉽고 전기세 절약 효과가 크더라고
305,일반,요즘 미세먼지 너무 심하지 않아? 맞아 밖에 나가기가 겁나. 마스크 꼭 쓰고 다녀야 해. 그래도 우리나라보다 중국이 더 심하다던데. 근데 우리나라도 공장이랑 차 때문에 많이 나오잖아. 맞아 우리도 노력해야 해. 친환경 제품 쓰고 대중교통 이용하는 거 어때? 좋은 생각이야. 나도 일회용품 줄이고 있어. 우리 다 같이 노력하면 변화가 있을 거야.
